"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Durée du voyage";"Raison principale du voyage";"Statistiques";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018-04";"Canada";"2021A000011124";"Même jour";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335383";"2.2.6.1";"3988";"B";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Même jour";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335388";"2.2.7.1";"919";"B";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Même jour";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335393";"2.2.8.1";"3726";"B";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335318";"2.3.1.1";"22593";"A";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335365";"2.3.2.1";"8439";"A";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335370";"2.3.3.1";"9980";"A";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335375";"2.3.4.1";"488";"B";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Une nuit ou plus";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335380";"2.3.5.1";"270";"C";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Une nuit ou plus";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335385";"2.3.6.1";"1080";"B";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Une nuit ou plus";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335390";"2.3.7.1";"979";"B";"";"";"0"
"2018-04";"Canada";"2021A000011124";"Une nuit ou plus";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335395";"2.3.8.1";"1357";"B";"";"";"0"
"2018-04";"États-Unis";"";"Total, toutes les durées";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335312";"3.1.1.1";"7304";"A";"";"";"0"
"2018-04";"États-Unis";"";"Total, toutes les durées";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335329";"3.1.2.1";"3445";"A";"";"";"0"
"2018-04";"États-Unis";"";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335332";"3.1.3.1";"1574";"B";"";"";"0"
"2018-04";"États-Unis";"";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335335";"3.1.4.1";"191";"E";"";"";"0"
"2018-04";"États-Unis";"";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335338";"3.1.5.1";"1059";"B";"";"";"0"
"2018-04";"États-Unis";"";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335341";"3.1.6.1";"250";"C";"";"";"0"
"2018-04";"États-Unis";"";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335344";"3.1.7.1";"384";"B";"";"";"0"
"2018-04";"États-Unis";"";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335347";"3.1.8.1";"401";"B";"";"";"0"
"2018-04";"États-Unis";"";"Même jour";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335317";"3.2.1.1";"3203";"A";"";"";"0"
"2018-04";"États-Unis";"";"Même jour";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335364";"3.2.2.1";"1204";"B";"";"";"0"
"2018-04";"États-Unis";"";"Même jour";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335369";"3.2.3.1";"650";"C";"";"";"0"
"2018-04";"États-Unis";"";"Même jour";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335374";"3.2.4.1";"90";"E";"";"";"0"
"2018-04";"États-Unis";"";"Même jour";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335379";"3.2.5.1";"952";"B";"";"";"0"
"2018-04";"États-Unis";"";"Même jour";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335384";"3.2.6.1";"152";"C";"";"";"0"
"2018-04";"États-Unis";"";"Même jour";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335389";"3.2.7.1";"60";"E";"";"";"0"
"2018-04";"États-Unis";"";"Même jour";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335394";"3.2.8.1";"95";"C";"";"";"0"
"2018-04";"États-Unis";"";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335319";"3.3.1.1";"4101";"A";"";"";"0"
"2018-04";"États-Unis";"";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335366";"3.3.2.1";"2241";"A";"";"";"0"
"2018-04";"États-Unis";"";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335371";"3.3.3.1";"924";"B";"";"";"0"
"2018-04";"États-Unis";"";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335376";"3.3.4.1";"101";"C";"";"";"0"
"2018-04";"États-Unis";"";"Une nuit ou plus";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335381";"3.3.5.1";"107";"C";"";"";"0"
"2018-04";"États-Unis";"";"Une nuit ou plus";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335386";"3.3.6.1";"98";"C";"";"";"0"
"2018-04";"États-Unis";"";"Une nuit ou plus";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335391";"3.3.7.1";"324";"B";"";"";"0"
"2018-04";"États-Unis";"";"Une nuit ou plus";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335396";"3.3.8.1";"306";"C";"";"";"0"
"2018-04";"Outre-mer";"";"Total, toutes les durées";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335313";"4.1.1.1";"2550";"A";"";"";"0"
"2018-04";"Outre-mer";"";"Total, toutes les durées";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335330";"4.1.2.1";"1737";"A";"";"";"0"
"2018-04";"Outre-mer";"";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335333";"4.1.3.1";"483";"B";"";"";"0"
"2018-04";"Outre-mer";"";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335336";"4.1.4.1";"8";"E";"";"";"0"
"2018-04";"Outre-mer";"";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335339";"4.1.5.1";"6";"E";"";"";"0"
"2018-04";"Outre-mer";"";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335342";"4.1.6.1";"122";"C";"";"";"0"
"2018-04";"Outre-mer";"";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335345";"4.1.7.1";"93";"C";"";"";"0"
"2018-04";"Outre-mer";"";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335348";"4.1.8.1";"101";"C";"";"";"0"
"2018-04";"Outre-mer";"";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335320";"4.3.1.1";"2550";"A";"";"";"0"
"2018-04";"Outre-mer";"";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335367";"4.3.2.1";"1737";"A";"";"";"0"
"2018-04";"Outre-mer";"";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335372";"4.3.3.1";"483";"B";"";"";"0"
"2018-04";"Outre-mer";"";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335377";"4.3.4.1";"8";"E";"";"";"0"
"2018-04";"Outre-mer";"";"Une nuit ou plus";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335382";"4.3.5.1";"6";"E";"";"";"0"
"2018-04";"Outre-mer";"";"Une nuit ou plus";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335387";"4.3.6.1";"122";"C";"";"";"0"
"2018-04";"Outre-mer";"";"Une nuit ou plus";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335392";"4.3.7.1";"93";"C";"";"";"0"
"2018-04";"Outre-mer";"";"Une nuit ou plus";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335397";"4.3.8.1";"101";"C";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Total, toutes les durées";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335310";"1.1.1.1";"99980";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Total, toutes les durées";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335321";"1.1.2.1";"46342";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335322";"1.1.3.1";"35266";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335323";"1.1.4.1";"1236";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335324";"1.1.5.1";"5038";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335325";"1.1.6.1";"5515";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335326";"1.1.7.1";"1502";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335327";"1.1.8.1";"5082";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Même jour";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335314";"1.2.1.1";"58351";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Même jour";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335349";"1.2.2.1";"24472";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Même jour";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335351";"1.2.3.1";"20281";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Même jour";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335353";"1.2.4.1";"767";"C";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Même jour";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335355";"1.2.5.1";"4679";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Même jour";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335357";"1.2.6.1";"3995";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Même jour";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335359";"1.2.7.1";"586";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Même jour";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335361";"1.2.8.1";"3571";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335315";"1.3.1.1";"41630";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335350";"1.3.2.1";"21870";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335352";"1.3.3.1";"14985";"A";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335354";"1.3.4.1";"469";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Une nuit ou plus";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335356";"1.3.5.1";"360";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Une nuit ou plus";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335358";"1.3.6.1";"1520";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Une nuit ou plus";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335360";"1.3.7.1";"915";"B";"";"";"0"
"2018-07";"Total, tous les pays et régions";"";"Une nuit ou plus";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335362";"1.3.8.1";"1511";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Total, toutes les durées";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335311";"2.1.1.1";"89741";"A";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Total, toutes les durées";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335328";"2.1.2.1";"40686";"A";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335331";"2.1.3.1";"33064";"A";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335334";"2.1.4.1";"1094";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335337";"2.1.5.1";"3892";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335340";"2.1.6.1";"5167";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335343";"2.1.7.1";"1185";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335346";"2.1.8.1";"4653";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Même jour";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335316";"2.2.1.1";"54971";"A";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Même jour";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335363";"2.2.2.1";"22857";"A";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Même jour";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335368";"2.2.3.1";"19852";"A";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Même jour";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335373";"2.2.4.1";"749";"C";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Même jour";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335378";"2.2.5.1";"3645";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Même jour";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335383";"2.2.6.1";"3860";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Même jour";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335388";"2.2.7.1";"556";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Même jour";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335393";"2.2.8.1";"3451";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335318";"2.3.1.1";"34770";"A";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335365";"2.3.2.1";"17829";"A";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335370";"2.3.3.1";"13213";"A";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335375";"2.3.4.1";"344";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Une nuit ou plus";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335380";"2.3.5.1";"247";"C";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Une nuit ou plus";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335385";"2.3.6.1";"1307";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Une nuit ou plus";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335390";"2.3.7.1";"629";"B";"";"";"0"
"2018-07";"Canada";"2021A000011124";"Une nuit ou plus";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335395";"2.3.8.1";"1201";"B";"";"";"0"
"2018-07";"États-Unis";"";"Total, toutes les durées";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335312";"3.1.1.1";"7955";"A";"";"";"0"
"2018-07";"États-Unis";"";"Total, toutes les durées";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335329";"3.1.2.1";"4403";"A";"";"";"0"
"2018-07";"États-Unis";"";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335332";"3.1.3.1";"1472";"B";"";"";"0"
"2018-07";"États-Unis";"";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335335";"3.1.4.1";"116";"D";"";"";"0"
"2018-07";"États-Unis";"";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335338";"3.1.5.1";"1142";"B";"";"";"0"
"2018-07";"États-Unis";"";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335341";"3.1.6.1";"239";"C";"";"";"0"
"2018-07";"États-Unis";"";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335344";"3.1.7.1";"248";"B";"";"";"0"
"2018-07";"États-Unis";"";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335347";"3.1.8.1";"335";"C";"";"";"0"
"2018-07";"États-Unis";"";"Même jour";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335317";"3.2.1.1";"3380";"B";"";"";"0"
"2018-07";"États-Unis";"";"Même jour";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335364";"3.2.2.1";"1615";"B";"";"";"0"
"2018-07";"États-Unis";"";"Même jour";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335369";"3.2.3.1";"429";"B";"";"";"0"
"2018-07";"États-Unis";"";"Même jour";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335374";"3.2.4.1";"18";"E";"";"";"0"
"2018-07";"États-Unis";"";"Même jour";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335379";"3.2.5.1";"1033";"B";"";"";"0"
"2018-07";"États-Unis";"";"Même jour";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335384";"3.2.6.1";"135";"C";"";"";"0"
"2018-07";"États-Unis";"";"Même jour";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335389";"3.2.7.1";"30";"E";"";"";"0"
"2018-07";"États-Unis";"";"Même jour";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335394";"3.2.8.1";"119";"E";"";"";"0"
"2018-07";"États-Unis";"";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335319";"3.3.1.1";"4576";"A";"";"";"0"
