Année modèle,Marque,Modèle,Catégorie de véhicule,Cylindrée (L),Cylindres,Transmission,Type de carburant,Ville (L/100 km),Route (L/100 km),Combinée (L/100 km),Combinée (mi/gal),Émissions de CO2 (g/km),Indice de CO2,Indice de smog
2025,Ford,F-150,Camionnette : ordinaire,3.5,6,AS10,X,14.2,9.7,12.2,23,286,4,6
2025,Ford,F-150,Camionnette : ordinaire,5.0,8,AS10,X,14.5,10.2,12.6,22,295,4,5
2025,Ford,F-150 4X4,Camionnette : ordinaire,2.7,6,AS10,X,13.1,10.2,11.8,24,277,4,6
2025,Ford,F-150 4X4,Camionnette : ordinaire,3.5,6,AS10,X,14.5,9.8,12.4,23,291,4,6
2025,Ford,F-150 4X4,Camionnette : ordinaire,5.0,8,AS10,X,14.8,10.3,12.8,22,300,4,5
2025,Ford,F-150 Hybrid 4X4,Camionnette : ordinaire,3.5,6,AS10,X,11.2,10.0,10.7,26,250,5,6
2025,Ford,F-150 Tremor 4X4,Camionnette : ordinaire,3.5,6,AS10,X,14.3,11.2,12.9,22,303,4,6
2025,Ford,F-150 Tremor 4X4,Camionnette : ordinaire,5.0,8,AS10,X,15.2,11.9,13.7,21,322,3,5
2025,Ford,F-150 Raptor 4X4,Camionnette : ordinaire,3.5,6,AS10,X,16.6,13.1,15.0,19,353,3,6
2025,Ford,F-150 Raptor R 4X4,Camionnette : ordinaire,5.2,8,AS10,Z,22.8,15.9,19.7,14,460,1,4
2025,Ford,Maverick AWD,Camionnette : petite,2.0,4,A8,X,10.6,7.8,9.4,30,219,5,6
2025,Ford,Maverick Lobo,Camionnette : petite,2.0,4,AS8,X,11.2,7.8,9.7,29,227,5,6
2025,Ford,Maverick Tremor AWD,Camionnette : petite,2.0,4,AS8,X,11.2,8.7,10.1,28,237,5,6
2025,Ford,Maverick Hybrid,Camionnette : petite,2.5,4,AV,X,5.6,6.7,6.2,46,145,7,7
2025,Ford,Maverick Hybrid AWD,Camionnette : petite,2.5,4,AV,X,5.8,6.9,6.3,45,148,7,7
2025,Ford,Mustang,Sous-compacte,2.3,4,A10,X,10.8,7.1,9.2,31,215,5,6
2025,Ford,Mustang,Sous-compacte,5.0,8,AS10,X,15.7,10.4,13.3,21,313,4,4
2025,Ford,Mustang,Sous-compacte,5.0,8,M6,X,16.1,10.8,13.7,21,322,3,4
2025,Ford,Mustang Dark Horse,Sous-compacte,5.0,8,AS10,X,16.5,11.0,14.0,20,327,3,4
2025,Ford,Mustang Dark Horse,Sous-compacte,5.0,8,M6,X,17.2,11.0,14.4,20,337,3,4
2025,Ford,Mustang GTD,Sous-compacte,5.2,8,AM8,Z,23.5,13.9,19.2,15,451,1,4
2025,Ford,Ranger 4WD,Camionnette : ordinaire,2.3,4,AS10,X,12.2,9.0,10.7,26,252,5,6
2025,Ford,Ranger 4WD,Camionnette : ordinaire,2.7,6,AS10,X,12.7,10.1,11.5,25,270,4,5
2025,Ford,Ranger Raptor 4WD,Camionnette : ordinaire,3.0,6,AS10,X,14.9,12.8,14.0,20,326,3,5
2025,Genesis,G70 AWD,Compacte,2.5,4,AS8,Z,11.7,8.4,10.2,28,239,5,5
2025,Genesis,G70 AWD,Compacte,3.3,6,AS8,Z,14.3,10.7,12.7,22,298,4,4
2025,Genesis,G80 AWD,Grande berline,2.5,4,AS8,Z,11.6,8.1,10.0,28,235,5,6
2025,Genesis,G80 AWD,Grande berline,3.5,6,AS8,Z,15.6,10.2,13.1,22,308,4,5
2025,Genesis,G90,Grande berline,3.5,6,AS8,Z,13.6,9.6,11.8,24,274,4,4
2025,Genesis,GV70 AWD,Véhicule utilitaire sport : petit,2.5,4,AS8,Z,11.8,9.0,10.6,27,248,5,4
2025,Genesis,GV70 AWD,Véhicule utilitaire sport : petit,3.5,6,AS8,Z,12.9,10.0,11.6,24,275,4,4
2025,Genesis,GV80,Véhicule utilitaire sport : ordinaire,3.5,6,AS8,Z,13.1,10.7,12.0,24,283,4,5
2025,Genesis,GV80 AWD,Véhicule utilitaire sport : ordinaire,2.5,4,AS8,Z,12.5,9.8,11.3,25,265,4,6
2025,Genesis,GV80 AWD,Véhicule utilitaire sport : ordinaire,3.5,6,AS8,Z,14.4,10.6,12.7,22,298,4,5
2025,GMC,Acadia AWD,Véhicule utilitaire sport : ordinaire,2.5,4,A8,X,12.3,9.9,11.2,25,262,4,5
2025,GMC,Canyon,Camionnette : ordinaire,2.7,4,A8,X,12.4,10.3,11.5,25,291,4,6
2025,GMC,Canyon 4WD,Camionnette : ordinaire,2.7,4,A8,X,13.6,11.0,12.4,23,303,4,6
2025,GMC,Canyon AT4X 4WD,Camionnette : ordinaire,2.7,4,A8,X,14.1,13.8,14.0,20,328,3,6
2025,GMC,Canyon AT4X AEV 4WD,Camionnette : ordinaire,2.7,4,A8,X,14.8,15.1,14.9,19,350,3,6
2025,GMC,Sierra,Camionnette : ordinaire,2.7,4,A8,X,13.4,11.2,12.5,23,292,4,6
2025,GMC,Sierra,Camionnette : ordinaire,3.0,6,A10,D,10.0,8.3,9.3,30,249,5,4
2025,GMC,Sierra,Camionnette : ordinaire,5.3,8,A10,X,14.9,11.7,13.5,21,315,4,6
2025,GMC,Sierra 4WD,Camionnette : ordinaire,2.7,4,A8,X,14.1,12.7,13.5,21,315,4,6
2025,GMC,Sierra 4WD (With Sport Mode),Camionnette : ordinaire,2.7,4,A8,X,14.2,12.9,13.6,21,320,3,6
2025,GMC,Sierra 4WD Mud Terrain Tire,Camionnette : ordinaire,2.7,4,A8,X,14.7,13.8,14.3,20,335,3,6
2025,GMC,Sierra 4WD,Camionnette : ordinaire,3.0,6,A10,D,10.6,9.0,9.9,29,266,4,4
2025,GMC,Sierra 4WD Mud Terrain Tire,Camionnette : ordinaire,3.0,6,A10,D,11.1,10.0,10.6,27,285,4,4
2025,GMC,Sierra 4WD,Camionnette : ordinaire,5.3,8,A10,X,15.4,12.6,14.2,20,332,3,6
2025,GMC,Sierra 4WD FFV,Camionnette : ordinaire,5.3,8,A10,X,15.2,12.2,13.9,20,326,3,4
2025,GMC,Sierra 4WD FFV,Camionnette : ordinaire,5.3,8,A10,E,21.3,16.6,19.2,15,318,3,4
2025,GMC,Sierra 4WD Mud Terrain Tire,Camionnette : ordinaire,5.3,8,A10,X,15.7,13.2,14.6,19,342,3,6
2025,GMC,Sierra 4WD,Camionnette : ordinaire,6.2,8,A10,Z,16.0,12.1,14.3,20,335,3,5
2025,GMC,Sierra 4WD Mud Terrain Tire,Camionnette : ordinaire,6.2,8,A10,Z,17.1,14.0,15.7,18,368,2,5
2025,GMC,Sierra 4WD AT4X,Camionnette : ordinaire,3.0,6,A10,D,12.2,12.0,12.1,23,326,3,4
2025,GMC,Sierra 4WD AT4X,Camionnette : ordinaire,6.2,8,A10,Z,17.1,14.7,16.0,18,377,2,5
2025,GMC,Terrain,Véhicule utilitaire sport : petit,1.5,4,AV,X,9.2,8.3,8.8,32,206,5,6
2025,GMC,Terrain AWD,Véhicule utilitaire sport : petit,1.5,4,A8,X,10.0,8.4,9.3,30,219,5,6
2025,GMC,Yukon,Véhicule utilitaire sport : ordinaire,5.3,8,A10,X,15.7,12.0,14.0,20,329,3,6
2025,GMC,Yukon 4WD,Véhicule utilitaire sport : ordinaire,3.0,6,A10,D,11.5,9.7,10.7,26,287,4,4
2025,GMC,Yukon 4WD,Véhicule utilitaire sport : ordinaire,5.3,8,A10,X,15.9,12.5,14.4,20,337,3,6
2025,GMC,Yukon 4WD,Véhicule utilitaire sport : ordinaire,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
2025,GMC,Yukon XL,Véhicule utilitaire sport : ordinaire,5.3,8,A10,X,15.7,12.0,14.0,20,329,3,6
2025,GMC,Yukon XL 4WD,Véhicule utilitaire sport : ordinaire,3.0,6,A10,D,11.5,9.7,10.7,26,287,4,4
2025,GMC,Yukon XL 4WD,Véhicule utilitaire sport : ordinaire,5.3,8,A10,X,17.1,12.6,15.1,19,353,3,6
2025,GMC,Yukon XL 4WD,Véhicule utilitaire sport : ordinaire,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
2025,Honda,Accord,Grande berline,1.5,4,AV,X,8.1,6.4,7.3,39,171,6,6
2025,Honda,Accord Hybrid Sport/Touring,Intermédiaire,2.0,4,AV,X,5.0,5.7,5.3,53,124,8,6
2025,Honda,Civic Hatchback,Grande berline,2.0,4,AV,X,7.7,6.1,7.0,40,164,7,6
2025,Honda,Civic Hatchback Hybrid,Grande berline,2.0,4,AV,X,4.8,5.4,5.0,56,119,8,6
2025,Honda,Civic Sedan,Intermédiaire,2.0,4,AV,X,7.4,5.8,6.7,42,156,7,6
2025,Honda,Civic Sedan,Intermédiaire,2.0,4,AV7,X,7.6,6.0,6.9,41,161,7,6
2025,Honda,Civic Sedan Hybrid,Intermédiaire,2.0,4,AV,X,4.7,5.1,4.9,58,114,8,6
2025,Honda,Civic Sedan Si,Intermédiaire,1.5,4,M6,Z,8.7,6.4,7.7,37,180,6,5
2025,Honda,Civic Type R,Grande berline,2.0,4,M6,Z,10.8,8.3,9.7,29,224,5,5
2025,Honda,CR-V,Véhicule utilitaire sport : petit,1.5,4,AV,X,8.4,7.1,7.8,36,181,6,6
2025,Honda,CR-V AWD,Véhicule utilitaire sport : petit,1.5,4,AV,X,9.1,7.6,8.4,34,197,6,5
2025,Honda,CR-V Hybrid AWD,Véhicule utilitaire sport : petit,2.0,4,AV,X,6.0,6.9,6.4,44,151,7,6
2025,Honda,HR-V,Familiale : petite,2.0,4,AV,X,9.1,7.4,8.3,34,194,6,6
2025,Honda,HR-V AWD,Familiale : petite,2.0,4,AV,X,9.4,7.8,8.7,32,203,5,6
2025,Honda,Odyssey,Fourgonnette,3.5,6,AS10,X,12.2,8.5,10.6,27,248,5,4
2025,Honda,Passport AWD,Véhicule utilitaire sport : petit,3.5,6,AS9,X,12.5,9.8,11.3,25,265,4,4
2025,Honda,Pilot AWD,Véhicule utilitaire sport : ordinaire,3.5,6,AS10,X,12.4,9.3,11.0,26,258,4,6
2025,Honda,Pilot AWD Touring/Elite/Black,Véhicule utilitaire sport : ordinaire,3.5,6,AS10,X,12.7,9.4,11.2,25,262,4,6
2025,Honda,Pilot AWD TrailSport,Véhicule utilitaire sport : ordinaire,3.5,6,AS10,X,13.2,10.1,11.8,24,276,4,6
2025,Honda,Ridgeline AWD,Camionnette : ordinaire,3.5,6,AS9,X,12.8,9.9,11.5,25,271,4,4
2025,Honda,Ridgeline AWD TrailSport,Camionnette : ordinaire,3.5,6,AS9,X,12.8,10.2,11.6,24,273,4,4
2025,Hyundai,Elantra,Intermédiaire,1.6,4,AM7,X,8.3,6.8,7.6,37,179,6,4
2025,Hyundai,Elantra,Intermédiaire,2.0,4,AV1,X,7.7,5.9,6.9,41,160,7,6
2025,Hyundai,Elantra (Stop/Start),Intermédiaire,2.0,4,AV1,X,7.3,5.7,6.5,43,153,7,6
2025,Hyundai,Elantra Hybrid,Intermédiaire,1.6,4,AM6,X,4.8,4.5,4.7,60,110,8,6
2025,Hyundai,Elantra N,Intermédiaire,2.0,4,AM8,Z,11.8,8.6,10.4,27,244,5,2
2025,Hyundai,Elantra N,Intermédiaire,2.0,4,M6,Z,11.0,8.1,9.7,29,227,5,2
2025,Hyundai,Kona,Véhicule utilitaire sport : petit,2.0,4,AV1,X,8.4,6.7,7.6,37,179,6,6
2025,Hyundai,Kona (Stop/Start),Véhicule utilitaire sport : petit,2.0,4,AV1,X,8.1,6.8,7.5,38,177,6,6
2025,Hyundai,Kona AWD,Véhicule utilitaire sport : petit,1.6,4,AS8,X,9.6,8.2,9.0,31,212,5,6
2025,Hyundai,Kona AWD,Véhicule utilitaire sport : petit,2.0,4,AV1,X,9.0,8.1,8.6,33,201,6,6
2025,Hyundai,Kona AWD (Stop/Start),Véhicule utilitaire sport : petit,2.0,4,AV1,X,8.8,8.1,8.5,33,198,6,6
2025,Hyundai,Palisade AWD,Véhicule utilitaire sport : petit,3.8,6,AS8,X,12.2,9.7,11.1,25,261,4,5
2025,Hyundai,Santa Cruz AWD,Véhicule utilitaire sport : petit,2.5,4,AM8,X,12.4,8.5,10.7,26,251,5,6
2025,Hyundai,Santa Cruz AWD XRT,Véhicule utilitaire sport : petit,2.5,4,AM8,X,12.8,8.9,11.1,25,260,4,6
2025,Hyundai,Santa Fe AWD,Véhicule utilitaire sport : petit,2.5,4,AM8,X,12.1,8.8,10.6,27,249,5,6
2025,Hyundai,Santa Fe AWD XRT,Véhicule utilitaire sport : petit,2.5,4,AM8,X,12.2,9.1,10.8,26,254,5,6
2025,Hyundai,Santa Fe Hybrid AWD,Véhicule utilitaire sport : petit,1.6,4,AM6,X,6.8,6.9,6.9,41,161,7,6
2025,Hyundai,Sonata,Grande berline,2.5,4,AM8,X,10.1,7.3,8.8,32,207,5,4
2025,Hyundai,Sonata,Grande berline,2.5,4,AS8,X,9.6,6.5,8.2,34,193,6,6
2025,Hyundai,Sonata AWD,Grande berline,2.5,4,AS8,X,9.9,7.0,8.6,33,203,5,6
2025,Hyundai,Sonata Hybrid,Grande berline,2.0,4,AM6,X,5.3,4.6,5.0,56,117,8,6
2025,Hyundai,Tucson AWD,Véhicule utilitaire sport : petit,2.5,4,AS8,X,9.7,7.7,8.8,32,207,5,6
2025,Hyundai,Tucson Hybrid,Véhicule utilitaire sport : petit,1.6,4,AM6,X,6.7,6.7,6.7,42,157,7,6
2025,Hyundai,Venue,Véhicule utilitaire sport : petit,1.6,4,AV1,X,7.9,6.9,7.5,38,177,6,4
2025,INEOS,Grenadier Station Wagon,Véhicule utilitaire sport : ordinaire,3.0,6,A8,Z,16.0,13.7,15.0,19,349,3,5
2025,INEOS,Grenadier Belstaff Edition,Véhicule utilitaire sport : ordinaire,3.0,6,A8,Z,16.9,14.8,16.0,18,372,2,5
2025,INEOS,Grenadier Detour,Véhicule utilitaire sport : ordinaire,3.0,6,A8,Z,16.9,14.8,16.0,18,372,2,5
2025,INEOS,Grenadier Fieldmaster Edition,Véhicule utilitaire sport : ordinaire,3.0,6,A8,Z,16.0,13.7,15.0,19,349,3,5
2025,INEOS,Grenadier Trialmaster Edition,Véhicule utilitaire sport : ordinaire,3.0,6,A8,Z,16.9,14.8,16.0,18,372,2,5
2025,INEOS,Grenadier Quartermaster,Camionnette : ordinaire,3.0,6,A8,Z,16.9,14.8,16.0,18,372,2,5
2025,INEOS,Grenadier Quartermaster Fieldmaster,Camionnette : ordinaire,3.0,6,A8,Z,16.9,14.8,16.0,18,372,2,5
2025,INEOS,Grenadier Quartermaster Trialmaster,Camionnette : ordinaire,3.0,6,A8,Z,16.9,14.8,16.0,18,372,2,5
2025,Infiniti,QX50 AWD,Véhicule utilitaire sport : petit,2.0,4,AV8,Z,10.8,8.3,9.7,29,228,5,5
2025,Infiniti,QX55 AWD,Véhicule utilitaire sport : petit,2.0,4,AV8,Z,10.4,8.3,9.4,30,222,5,5
2025,Infiniti,QX60 AWD,Véhicule utilitaire sport : ordinaire,2.0,4,AS9,Z,10.9,8.8,10.0,28,235,5,5
2025,Infiniti,QX80 4WD,Véhicule utilitaire sport : ordinaire,3.5,6,AS9,Z,15.1,12.2,13.8,20,324,3,5
2025,Jaguar,F-Pace P250,Véhicule utilitaire sport : petit,2.0,4,AS8,Z,10.8,8.8,9.9,29,234,5,6
2025,Jaguar,F-Pace P400,Véhicule utilitaire sport : petit,3.0,6,AS8,Z,12.6,9.4,11.1,25,261,4,6
2025,Jaguar,F-Pace P550 SVR,Véhicule utilitaire sport : petit,5.0,8,AS8,Z,15.7,11.4,13.8,20,322,3,2
2025,Jeep,Compass 4X4,Véhicule utilitaire sport : petit,2.0,4,A8,X,9.9,7.4,8.8,32,205,5,6
2025,Jeep,Gladiator 4X4,Camionnette : ordinaire,3.6,6,A8,X,13.7,10.7,12.3,23,290,4,6
2025,Jeep,Grand Cherokee 4X4,Véhicule utilitaire sport : ordinaire,3.6,6,A8,X,12.3,9.2,10.9,26,256,5,6
2025,Jeep,Grand Cherokee L 4X4,Véhicule utilitaire sport : ordinaire,3.6,6,A8,X,13.0,9.4,11.3,25,266,4,6
2025,Jeep,Grand Wagoneer 4X4 (High Output),Véhicule utilitaire sport : ordinaire,3.0,6,A8,Z,16.3,11.8,14.3,20,334,3,6
2025,Jeep,Grand Wagoneer L 4X4 (High Output),Véhicule utilitaire sport : ordinaire,3.0,6,A8,Z,16.3,11.8,14.3,20,334,3,6
2025,Jeep,Wagoneer 4X4,Véhicule utilitaire sport : ordinaire,3.0,6,A8,X,14.5,10.1,12.5,23,293,4,6
2025,Jeep,Wagoneer L 4X4,Véhicule utilitaire sport : ordinaire,3.0,6,A8,X,14.5,10.4,12.7,22,297,4,6
2025,Jeep,Wrangler JL 4X4,Véhicule utilitaire sport : petit,2.0,4,A8,X,11.6,10.2,11.0,26,258,4,6
2025,Jeep,Wrangler JL 4X4,Véhicule utilitaire sport : petit,3.6,6,M6,X,13.9,10.2,12.2,23,287,4,6
2025,Jeep,Wrangler JL Unlimited 4X4,Véhicule utilitaire sport : petit,2.0,4,A8,X,11.9,10.5,11.3,25,265,4,6
2025,Jeep,Wrangler JL Unlimited 4X4,Véhicule utilitaire sport : petit,3.6,6,A8,X,13.4,10.1,11.9,24,280,4,6
2025,Jeep,Wrangler JL Unlimited 4X4,Véhicule utilitaire sport : petit,3.6,6,M6,X,14.3,10.5,12.6,22,296,4,6
2025,Kia,Carnival,Fourgonnette,3.5,6,AS8,X,12.9,8.8,11.1,25,260,4,5
2025,Kia,Carnival Hybrid,Fourgonnette,1.6,4,AM6,X,6.9,7.6,7.2,39,170,6,6
2025,Kia,K4,Intermédiaire,1.6,4,AS8,X,9.2,6.6,8.0,35,188,6,6
2025,Kia,K4,Intermédiaire,2.0,4,AV1,X,8.4,6.0,7.3,39,172,6,6
2025,Kia,K4 (Without DMS),Intermédiaire,2.0,4,AV1,X,7.9,5.8,7.0,40,164,7,6
2025,Kia,Niro,Véhicule utilitaire sport : petit,1.6,4,AM6,X,4.5,5.2,4.8,59,112,8,6
2025,Kia,Niro FE,Véhicule utilitaire sport : petit,1.6,4,AM6,X,4.5,4.4,4.4,64,104,8,6
2025,Kia,Seltos,Véhicule utilitaire sport : petit,2.0,4,AV8,X,8.3,6.8,7.6,37,179,6,6
2025,Kia,Seltos AWD,Véhicule utilitaire sport : petit,1.6,4,AS8,X,9.7,8.6,9.2,31,217,5,6
2025,Kia,Seltos AWD,Véhicule utilitaire sport : petit,2.0,4,AV8,X,8.8,7.5,8.2,34,192,6,6
2025,Kia,Sorento AWD,Véhicule utilitaire sport : petit,2.5,4,AM8,X,11.5,8.7,10.3,27,241,5,6
2025,Kia,Sorento AWD,Véhicule utilitaire sport : petit,2.5,4,AS8,X,10.2,8.5,9.4,30,222,5,6
2025,Kia,Sorento Hybrid AWD,Véhicule utilitaire sport : petit,1.6,4,AS6,X,7.0,6.9,7.0,40,163,7,6
2025,Kia,Soul,Familiale : petite,2.0,4,AV,X,8.5,7.0,7.9,36,187,6,6
2025,Kia,Sportage,Véhicule utilitaire sport : petit,2.5,4,AS8,X,9.3,7.1,8.3,34,195,6,6
2025,Kia,Sportage AWD,Véhicule utilitaire sport : petit,2.5,4,AS8,X,10.1,8.7,9.4,30,222,5,6
2025,Kia,Sportage Hybrid AWD,Véhicule utilitaire sport : petit,1.6,4,AM6,X,6.1,6.3,6.2,46,145,7,6
2025,Kia,Telluride AWD,Véhicule utilitaire sport : petit,3.8,6,AS8,X,13.1,10.0,11.7,24,275,4,5
2025,Land Rover,Defender 90 P300,Véhicule utilitaire sport : ordinaire,2.0,4,AS8,Z,13.1,11.4,12.3,23,289,4,6
2025,Land Rover,Defender 90 P400,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,13.1,11.5,12.4,23,291,4,6
2025,Land Rover,Defender 90 V8,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,Z,16.2,12.4,14.5,19,342,3,2
2025,Land Rover,Defender 110 P300,Véhicule utilitaire sport : ordinaire,2.0,4,AS8,Z,13.2,11.9,12.6,22,294,4,6
2025,Land Rover,Defender 110 P400,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,13.4,11.8,12.7,22,298,4,6
2025,Land Rover,Defender 110 OCTA,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,15.8,12.2,14.2,20,332,3,5
2025,Land Rover,Defender 110 V8 P500/P525,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,Z,16.9,12.8,15.1,19,357,2,2
2025,Land Rover,Defender 130 P300,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,14.1,11.8,13.1,22,305,4,6
2025,Land Rover,Defender 130 P400,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,13.3,11.5,12.5,23,294,4,6
2025,Land Rover,Defender 130 P400 Outbound,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,14.4,12.2,13.4,21,316,3,6
2025,Land Rover,Defender 130 V8 P500,Véhicule utilitaire sport : ordinaire,5.0,8,AS8,Z,17.0,12.5,15.0,19,353,3,2
2025,Land Rover,Discovery P300,Véhicule utilitaire sport : ordinaire,2.0,4,AS8,Z,12.2,9.8,11.1,25,262,4,6
2025,Land Rover,Discovery P360,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,13.6,10.3,12.1,23,284,4,6
2025,Land Rover,Discovery Sport P250,Véhicule utilitaire sport : petit,2.0,4,AS9,Z,12.7,10.0,11.5,25,271,4,6
2025,Land Rover,Range Rover P400,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,12.4,9.9,11.3,25,266,4,6
2025,Land Rover,Range Rover P400 LWB,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,12.4,9.9,11.3,25,266,4,6
2025,Land Rover,Range Rover P530,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,14.5,10.2,12.6,22,296,4,5
2025,Land Rover,Range Rover P530 LWB,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,15.2,10.8,13.2,21,311,4,5
2025,Land Rover,Range Rover SV P615,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,15.2,10.8,13.2,21,311,4,5
2025,Land Rover,Range Rover SV P615 LWB,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,15.2,10.8,13.2,21,311,4,5
2025,Land Rover,Range Rover Sport P360,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,11.8,9.3,10.6,27,248,5,6
2025,Land Rover,Range Rover Sport P400,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,12.5,9.4,11.1,25,261,4,6
2025,Land Rover,Range Rover Sport P530,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,14.5,10.2,12.6,22,296,4,5
2025,Land Rover,Range Rover Sport SV P635,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,15.0,10.8,13.1,22,309,4,5
2025,Land Rover,Range Rover Evoque P250,Véhicule utilitaire sport : petit,2.0,4,AS9,Z,11.9,8.8,10.5,27,247,5,6
2025,Land Rover,Range Rover Velar P250,Véhicule utilitaire sport : petit,2.0,4,AS8,Z,10.9,8.9,10.0,28,237,5,6
2025,Land Rover,Range Rover Velar P340,Véhicule utilitaire sport : petit,3.0,6,AS8,Z,12.1,9.0,10.7,26,253,5,6
2025,Land Rover,Range Rover Velar P400,Véhicule utilitaire sport : petit,3.0,6,AS8,Z,12.6,9.4,11.1,25,261,4,6
2025,Lexus,ES 250 AWD,Intermédiaire,2.5,4,AS8,X,9.6,7.0,8.4,34,198,6,5
2025,Lexus,ES 300h,Intermédiaire,2.5,4,AV6,X,5.5,5.2,5.3,53,124,8,6
2025,Lexus,ES 350,Intermédiaire,3.5,6,AS8,X,10.7,7.3,9.2,31,214,5,4
2025,Lexus,ES 350 F SPORT,Intermédiaire,3.5,6,AS8,X,10.9,7.5,9.4,30,219,5,4
2025,Lexus,GX 550,Véhicule utilitaire sport : ordinaire,3.4,6,AS10,Z,15.3,11.2,13.5,21,314,4,4
2025,Lexus,IS 300 AWD,Compacte,3.5,6,AS6,Z,12.2,9.0,10.8,26,253,5,4
2025,Lexus,IS 350 AWD,Compacte,3.5,6,AS6,Z,12.2,9.0,10.8,26,253,5,4
2025,Lexus,IS 500,Compacte,5.0,8,AS8,Z,14.1,9.3,11.9,24,280,4,4
2025,Lexus,LC 500,Sous-compacte,5.0,8,AS10,Z,15.2,9.7,12.7,22,299,4,4
2025,Lexus,LC 500 Convertible,Minicompacte,5.0,8,AS10,Z,16.0,9.5,13.0,22,304,4,4
2025,Lexus,LC 500h,Sous-compacte,3.5,6,AV10,Z,9.0,7.1,8.1,35,189,6,6
2025,Lexus,LS 500 AWD,Intermédiaire,3.4,6,AS10,Z,13.8,8.7,11.2,25,271,4,4
2025,Lexus,LS 500h AWD,Intermédiaire,3.5,6,AV10,Z,10.1,8.1,9.2,31,217,5,6
2025,Lexus,LX 600,Véhicule utilitaire sport : ordinaire,3.4,6,AS10,Z,14.2,10.8,12.7,22,298,4,4
2025,Lexus,LX 700h,Véhicule utilitaire sport : ordinaire,3.4,6,AV10,Z,12.5,10.7,11.7,24,272,4,4
2025,Lexus,NX 250 AWD,Véhicule utilitaire sport : petit,2.5,4,AS8,X,9.4,7.4,8.4,34,198,6,5
2025,Lexus,NX 350 AWD,Véhicule utilitaire sport : petit,2.4,4,AS8,Z,10.9,8.5,9.8,29,228,5,6
2025,Lexus,NX 350 AWD F SPORT,Véhicule utilitaire sport : petit,2.4,4,AS8,Z,11.2,8.3,9.7,29,230,5,6
2025,Lexus,NX 350h AWD,Véhicule utilitaire sport : petit,2.5,4,AV6,Z,5.7,6.4,6.0,47,140,7,6
2025,Lexus,RC 300 AWD,Sous-compacte,3.5,6,AS6,Z,12.2,9.0,10.8,26,253,5,4
2025,Lexus,RC 350 AWD,Sous-compacte,3.5,6,AS6,Z,12.2,9.0,10.8,26,253,5,4
2025,Lexus,RC F,Sous-compacte,5.0,8,AS8,Z,14.4,9.6,12.2,23,285,4,4
2025,Lexus,RX 350 AWD,Véhicule utilitaire sport : petit,2.4,4,AS8,Z,11.2,8.3,9.9,29,230,5,6
2025,Lexus,RX 350h AWD,Véhicule utilitaire sport : petit,2.5,4,AV6,Z,6.3,6.8,6.5,43,151,7,6
