"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Motif principal du voyage";"Durée de voyage";"Statistiques de voyage";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2020-04";"Amérique du Sud et Centrale";"";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321291";"19.3.3.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321292";"19.3.3.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321293";"19.4.1.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321294";"19.4.1.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321295";"19.4.2.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321296";"19.4.2.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321297";"19.4.3.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321298";"19.4.3.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321299";"19.5.1.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321300";"19.5.1.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321301";"19.5.2.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321302";"19.5.2.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321303";"19.5.3.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321304";"19.5.3.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321305";"19.6.1.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321306";"19.6.1.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321307";"19.6.2.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321308";"19.6.2.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321309";"19.6.3.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321310";"19.6.3.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321311";"19.7.1.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321312";"19.7.1.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321313";"19.7.2.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321314";"19.7.2.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321315";"19.7.3.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321316";"19.7.3.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321317";"19.8.1.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321318";"19.8.1.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321319";"19.8.2.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321320";"19.8.2.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321321";"19.8.3.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321322";"19.8.3.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321323";"19.9.1.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321324";"19.9.1.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321325";"19.9.2.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321326";"19.9.2.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321327";"19.9.3.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321328";"19.9.3.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321329";"19.10.1.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321330";"19.10.1.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321331";"19.10.2.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321332";"19.10.2.2";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321333";"19.10.3.1";"";"..";"";"";"0"
"2020-04";"Amérique du Sud et Centrale";"";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321334";"19.10.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321335";"20.1.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321336";"20.1.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321337";"20.1.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321338";"20.1.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321339";"20.1.3.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321340";"20.1.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321341";"20.2.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321342";"20.2.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321343";"20.2.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321344";"20.2.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321345";"20.2.3.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321346";"20.2.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321347";"20.3.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321348";"20.3.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321349";"20.3.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321350";"20.3.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321351";"20.3.3.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321352";"20.3.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321353";"20.4.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321354";"20.4.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321355";"20.4.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321356";"20.4.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321357";"20.4.3.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321358";"20.4.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321359";"20.5.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321360";"20.5.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321361";"20.5.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321362";"20.5.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321363";"20.5.3.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321364";"20.5.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321365";"20.6.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321366";"20.6.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321367";"20.6.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321368";"20.6.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321369";"20.6.3.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321370";"20.6.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321371";"20.7.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321372";"20.7.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321373";"20.7.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321374";"20.7.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321375";"20.7.3.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321376";"20.7.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321377";"20.8.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321378";"20.8.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321379";"20.8.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321380";"20.8.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321381";"20.8.3.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321382";"20.8.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321383";"20.9.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321384";"20.9.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321385";"20.9.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321386";"20.9.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321387";"20.9.3.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321388";"20.9.3.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918321389";"20.10.1.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321390";"20.10.1.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321391";"20.10.2.1";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918321392";"20.10.2.2";"";"..";"";"";"0"
"2020-04";"Europe";"";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918321393";"20.10.3.1";"";"..";"";"";"0"
