"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Motif principal du voyage";"Durée de voyage";"Statistiques de voyage";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2025-10";"Ontario";"2021A000235";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320674";"8.10.3.2";"411";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320675";"9.1.1.1";"2455";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320676";"9.1.1.2";"2176";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320677";"9.1.2.1";"1614";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320678";"9.1.2.2";"1436";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320679";"9.1.3.1";"841";"B";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320680";"9.1.3.2";"740";"B";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320681";"9.2.1.1";"2113";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320682";"9.2.1.2";"1834";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320683";"9.2.2.1";"1394";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320684";"9.2.2.2";"1215";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320685";"9.2.3.1";"720";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320686";"9.2.3.2";"619";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320687";"9.3.1.1";"866";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320688";"9.3.1.2";"697";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320689";"9.3.2.1";"615";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320690";"9.3.2.2";"493";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320691";"9.3.3.1";"251";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320692";"9.3.3.2";"203";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320693";"9.4.1.1";"924";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320694";"9.4.1.2";"841";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320695";"9.4.2.1";"545";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320696";"9.4.2.2";"508";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320697";"9.4.3.1";"379";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320698";"9.4.3.2";"333";"C";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320699";"9.5.1.1";"27";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320700";"9.5.1.2";"26";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320701";"9.5.2.1";"4";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320702";"9.5.2.2";"4";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320703";"9.5.3.1";"";"F";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320704";"9.5.3.2";"";"F";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320705";"9.6.1.1";"104";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320706";"9.6.1.2";"99";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320707";"9.6.2.1";"103";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320708";"9.6.2.2";"99";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320709";"9.6.3.1";"";"F";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320710";"9.6.3.2";"";"F";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320711";"9.7.1.1";"192";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320712";"9.7.1.2";"170";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320713";"9.7.2.1";"126";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320714";"9.7.2.2";"110";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320715";"9.7.3.1";"66";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320716";"9.7.3.2";"60";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320717";"9.8.1.1";"342";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320718";"9.8.1.2";"342";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320719";"9.8.2.1";"220";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320720";"9.8.2.2";"220";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320721";"9.8.3.1";"121";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320722";"9.8.3.2";"121";"D";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320723";"9.9.1.1";"40";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320724";"9.9.1.2";"40";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320725";"9.9.2.1";"4";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320726";"9.9.2.2";"4";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320727";"9.9.3.1";"36";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320728";"9.9.3.2";"36";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320729";"9.10.1.1";"302";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320730";"9.10.1.2";"302";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320731";"9.10.2.1";"216";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320732";"9.10.2.2";"216";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320733";"9.10.3.1";"85";"E";"";"";"0"
"2025-10";"Manitoba";"2021A000246";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320734";"9.10.3.2";"85";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320735";"10.1.1.1";"3164";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320736";"10.1.1.2";"2717";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320737";"10.1.2.1";"1959";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320738";"10.1.2.2";"1605";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320739";"10.1.3.1";"1205";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320740";"10.1.3.2";"1113";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320741";"10.2.1.1";"2805";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320742";"10.2.1.2";"2362";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320743";"10.2.2.1";"1797";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320744";"10.2.2.2";"1447";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320745";"10.2.3.1";"1008";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320746";"10.2.3.2";"916";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320747";"10.3.1.1";"863";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320748";"10.3.1.2";"655";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320749";"10.3.2.1";"624";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320750";"10.3.2.2";"450";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320751";"10.3.3.1";"239";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320752";"10.3.3.2";"205";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320753";"10.4.1.1";"1261";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320754";"10.4.1.2";"1141";"B";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320755";"10.4.2.1";"583";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320756";"10.4.2.2";"510";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320757";"10.4.3.1";"678";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320758";"10.4.3.2";"631";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320759";"10.5.1.1";"31";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320760";"10.5.1.2";"29";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320761";"10.5.2.1";"14";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320762";"10.5.2.2";"12";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320763";"10.5.3.1";"18";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320764";"10.5.3.2";"18";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320765";"10.6.1.1";"223";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320766";"10.6.1.2";"201";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320767";"10.6.2.1";"202";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320768";"10.6.2.2";"183";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320769";"10.6.3.1";"21";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320770";"10.6.3.2";"17";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320771";"10.7.1.1";"427";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320772";"10.7.1.2";"335";"C";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320773";"10.7.2.1";"374";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320774";"10.7.2.2";"291";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320775";"10.7.3.1";"53";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320776";"10.7.3.2";"44";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320777";"10.8.1.1";"359";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320778";"10.8.1.2";"355";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320779";"10.8.2.1";"162";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320780";"10.8.2.2";"158";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320781";"10.8.3.1";"197";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320782";"10.8.3.2";"197";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320783";"10.9.1.1";"102";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320784";"10.9.1.2";"98";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320785";"10.9.2.1";"61";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320786";"10.9.2.2";"57";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320787";"10.9.3.1";"42";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320788";"10.9.3.2";"42";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320789";"10.10.1.1";"257";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320790";"10.10.1.2";"256";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320791";"10.10.2.1";"102";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320792";"10.10.2.2";"101";"D";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320793";"10.10.3.1";"155";"E";"";"";"0"
"2025-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320794";"10.10.3.2";"155";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320795";"11.1.1.1";"9135";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320796";"11.1.1.2";"8055";"B";"";"";"0"
